customer_id,first_name,last_name,gender,date_of_birth,address_state,city,employment_title,employment_length,home_ownership,annual_income,credit_score,signup_date
CUST0030759,Anthony,Clark,F,1994-07-10,OH,OH Park,Consultant,5 years,RENT,81000.0,633,2017-07-17
CUST0030760,Liam,Brown,F,1988-11-22,IL,IL Town,Plumber,10+ years,OWN,51100.0,767,2023-12-04
CUST0030761,Sophia,Morgan,F,1991-11-18,NC,NC Park,Financial Analyst,< 1 year,MORTGAGE,70500.0,525,2018-01-25
CUST0030762,Susan,Allen,M,1962-09-26,FL,Jacksonville,Truck Driver,10+ years,MORTGAGE,131200.0,624,2025-02-04
CUST0030763,Jennifer,Baker,M,1954-03-19,IL,IL Ville,Marketing Specialist,2 years,MORTGAGE,129400.0,662,2023-03-10
CUST0030764,Susan,Baker,M,1958-02-24,MO,MO City,Plumber,10+ years,MORTGAGE,59200.0,801,2015-02-06
CUST0030765,Barbara,Jackson,M,1996-06-12,CA,Los Angeles,Software Engineer,10+ years,RENT,31200.0,794,2021-09-15
CUST0030766,Emma,Sanchez,F,1978-04-27,SC,SC City,Data Analyst,8 years,RENT,91900.0,833,2016-04-01
CUST0030767,James,Brown,F,1975-04-15,VA,VA Town,Consultant,8 years,RENT,70900.0,690,2015-05-20
CUST0030768,Ava,Diaz,F,1975-12-23,CA,San Jose,Nurse Practitioner,8 years,MORTGAGE,24800.0,657,2017-01-14
CUST0030769,Carlos,Morgan,F,1980-02-11,IL,IL Town,HR Specialist,9 years,RENT,70000.0,772,2016-02-01
CUST0030770,Jennifer,White,F,1977-11-26,AZ,AZ City,Plumber,2 years,MORTGAGE,97700.0,724,2021-06-20
CUST0030771,Aisha,Scott,F,1986-11-22,TX,Fort Worth,Data Analyst,10+ years,RENT,33900.0,723,2019-11-14
CUST0030772,Sandra,White,F,1969-04-25,OK,OK Heights,Retired,10+ years,OWN,54000.0,702,2015-01-11
CUST0030773,James,Hernandez,M,1999-07-11,NE,NE Ville,Project Manager,6 years,OWN,151700.0,723,2021-12-21
CUST0030774,Barbara,Davis,M,2001-04-03,TX,Fort Worth,Manager,4 years,MORTGAGE,47200.0,665,2018-12-05
CUST0030775,Sarah,Chen,M,1978-03-13,OR,OR Ville,Nurse Practitioner,10+ years,RENT,49500.0,734,2016-09-03
CUST0030776,William,Young,F,1964-12-03,CA,San Jose,Truck Driver,8 years,RENT,49600.0,722,2015-10-13
CUST0030777,Mark,Hernandez,F,1958-12-16,MA,MA Park,Teacher,4 years,MORTGAGE,43500.0,610,2016-03-05
CUST0030778,Priya,Hill,F,1979-05-02,CO,CO Town,Registered Nurse,10+ years,RENT,78300.0,663,2020-01-15
CUST0030779,David,Diaz,F,1966-06-12,UT,UT Park,Consultant,10+ years,MORTGAGE,57100.0,613,2015-02-12
CUST0030780,Michael,Hernandez,M,2000-03-23,TX,Fort Worth,Retired,< 1 year,MORTGAGE,42000.0,496,2024-02-21
CUST0030781,Carlos,Wilson,F,1978-12-13,CT,CT Heights,Teacher,5 years,RENT,12000.0,590,2022-02-18
CUST0030782,Lisa,Walker,M,2001-11-21,MN,MN Park,Customer Service Rep,6 years,RENT,32400.0,677,2024-06-22
CUST0030783,Susan,Rodriguez,F,1954-10-10,OH,OH Heights,Store Manager,5 years,RENT,36200.0,779,2018-02-11
CUST0030784,Richard,Lee,F,1962-05-26,WA,WA Park,Retired,6 years,RENT,54300.0,776,2023-06-24
CUST0030785,Mary,Allen,F,1988-04-21,NY,Buffalo,Dental Hygienist,10+ years,OWN,42100.0,673,2024-09-07
CUST0030786,Sophia,Morgan,M,1987-03-24,NY,Albany,Teacher,2 years,RENT,26400.0,673,2022-10-13
CUST0030787,Sophia,Chen,F,1997-06-18,TN,TN City,Manager,6 years,RENT,99500.0,741,2015-10-01
CUST0030788,Margaret,Brown,F,1984-05-09,WI,WI Springs,Self-Employed,3 years,MORTGAGE,50200.0,744,2017-10-16
CUST0030789,Sarah,Robinson,F,1960-07-12,TX,Austin,Self-Employed,6 years,RENT,45300.0,752,2018-04-03
CUST0030790,William,Martin,M,1972-03-15,IA,IA City,Accountant,< 1 year,OWN,31100.0,757,2021-03-10
CUST0030791,Jessica,Lopez,F,2001-07-10,FL,Tampa,Plumber,4 years,MORTGAGE,32600.0,720,2017-05-11
CUST0030792,Ethan,Lee,M,1989-08-04,MN,MN Ville,Store Manager,5 years,RENT,54700.0,716,2019-04-08
CUST0030793,John,Reyes,F,1978-11-16,NY,New York,Project Manager,10+ years,MORTGAGE,43400.0,689,2023-12-01
CUST0030794,Ava,White,F,2001-06-23,AL,AL Park,HR Specialist,2 years,MORTGAGE,35500.0,609,2016-02-04
CUST0030795,Jessica,Robinson,F,1991-05-15,OR,OR Ville,Manager,1 year,MORTGAGE,47100.0,665,2016-11-08
CUST0030796,Susan,Thomas,M,1988-12-02,TN,TN Ville,Financial Analyst,6 years,OWN,52600.0,567,2024-10-06
CUST0030797,Noah,Khan,M,1998-09-10,CA,San Diego,Software Engineer,4 years,MORTGAGE,52400.0,783,2017-09-15
CUST0030798,Lucas,Anderson,F,2001-10-16,CA,San Diego,Retired,10+ years,RENT,23200.0,550,2021-09-09
CUST0030799,Amara,Lopez,F,2002-10-07,CA,San Jose,Retired,8 years,RENT,38200.0,722,2021-08-12
CUST0030800,Susan,Moore,M,1973-05-11,IA,IA Park,Warehouse Associate,1 year,MORTGAGE,40500.0,552,2020-11-02
CUST0030801,Sandra,Wilson,F,1979-12-11,NJ,NJ Ville,Administrative Assistant,10+ years,RENT,29600.0,715,2015-04-09
CUST0030802,Joseph,Rodriguez,M,2002-04-26,SC,SC Falls,Mechanic,1 year,MORTGAGE,68900.0,649,2015-03-12
CUST0030803,Elizabeth,Wright,F,1970-07-13,CO,CO Town,Plumber,10+ years,RENT,71300.0,618,2024-03-16
CUST0030804,Karen,Miller,F,2002-03-19,IL,IL City,Store Manager,10+ years,MORTGAGE,38600.0,789,2019-08-07
CUST0030805,Patricia,Rodriguez,M,1990-04-08,NY,Albany,HR Specialist,10+ years,RENT,46300.0,672,2017-11-04
CUST0030806,David,Kim,M,1994-12-18,MO,MO Heights,Administrative Assistant,10+ years,RENT,30400.0,850,2025-12-19
CUST0030807,Sandra,Garcia,F,2001-03-12,MN,MN City,Marketing Specialist,10+ years,MORTGAGE,24100.0,775,2017-03-24
CUST0030808,Aisha,Sanchez,M,1990-03-04,NY,Albany,Plumber,10+ years,RENT,34400.0,769,2019-10-22
CUST0030809,Susan,Khan,M,1992-12-13,MA,MA Springs,Sales Associate,2 years,RENT,48000.0,617,2016-08-16
CUST0030810,Margaret,Flores,M,2005-01-16,FL,Tampa,Sales Associate,10+ years,RENT,37200.0,767,2021-03-05
CUST0030811,Chen,Patel,F,1999-07-25,CA,San Diego,Mechanic,7 years,RENT,44200.0,781,2024-10-26
CUST0030812,Emma,Moore,M,1990-05-17,NV,NV Town,Mechanic,10+ years,RENT,27500.0,710,2015-11-24
CUST0030813,Mark,Morgan,M,1964-05-06,TX,San Antonio,Store Manager,9 years,OWN,42000.0,695,2016-02-09
CUST0030814,Richard,Khan,M,1987-10-26,NC,NC Park,Self-Employed,3 years,RENT,83600.0,662,2023-10-18
CUST0030815,Kenji,Martin,M,1954-11-19,NC,NC Ville,Project Manager,3 years,RENT,27700.0,675,2022-05-23
CUST0030816,David,Green,M,1970-05-11,NC,NC Heights,Store Manager,3 years,RENT,47700.0,640,2021-06-16
CUST0030817,Michael,Brown,F,1996-05-16,CA,San Francisco,Electrician,1 year,MORTGAGE,26400.0,615,2020-11-22
CUST0030818,Sarah,Reyes,F,1957-06-12,TX,Dallas,Nurse Practitioner,1 year,RENT,14800.0,724,2015-04-23
CUST0030819,Thomas,Taylor,F,1963-11-08,AR,AR Falls,HR Specialist,1 year,RENT,96500.0,728,2021-05-07
CUST0030820,Linda,Hill,M,1956-01-21,PA,PA Ville,Self-Employed,2 years,RENT,57700.0,687,2019-04-01
CUST0030821,Robert,Gonzalez,M,1968-04-14,NY,Syracuse,Sales Associate,6 years,RENT,76200.0,712,2022-03-10
CUST0030822,Isabella,Scott,M,1956-10-17,NY,Buffalo,HR Specialist,10+ years,RENT,100900.0,692,2020-05-03
CUST0030823,Fatima,Flores,M,2005-10-25,FL,Orlando,Police Officer,10+ years,RENT,115200.0,653,2024-12-10
CUST0030824,Kenji,Robinson,F,1978-10-21,CA,Los Angeles,Mechanic,5 years,MORTGAGE,27600.0,605,2015-12-07
CUST0030825,Patricia,Smith,F,1964-05-23,WA,WA Falls,Retired,6 years,MORTGAGE,19600.0,664,2025-09-19
CUST0030826,Aiden,Flores,M,1966-12-02,RI,RI Springs,Financial Analyst,10+ years,RENT,31000.0,714,2019-10-04
CUST0030827,Charles,Diaz,F,1964-06-13,TX,San Antonio,Paralegal,1 year,RENT,58800.0,768,2018-09-12
CUST0030828,Diego,Thomas,M,1960-08-07,NC,NC Falls,Customer Service Rep,6 years,MORTGAGE,42000.0,674,2020-09-24
CUST0030829,Matthew,Reyes,F,1954-07-24,NC,NC Springs,Chef,8 years,MORTGAGE,50500.0,593,2025-07-09
CUST0030830,Richard,Brown,M,1980-11-01,FL,Miami,Real Estate Agent,2 years,OWN,60200.0,640,2018-05-12
CUST0030831,Susan,Martin,M,1982-06-02,MI,MI Falls,Accountant,3 years,MORTGAGE,35800.0,740,2016-08-13
CUST0030832,Linda,Moore,M,1956-09-13,CA,Los Angeles,Registered Nurse,5 years,RENT,23400.0,676,2021-03-18
CUST0030833,Ava,Young,M,2004-07-02,UT,UT Falls,Paralegal,10+ years,MORTGAGE,24500.0,588,2016-04-01
CUST0030834,Nancy,Hill,M,2005-10-19,OK,OK Springs,Manager,< 1 year,RENT,54700.0,612,2021-04-06
CUST0030835,Aiden,Adams,M,1958-02-15,CA,San Diego,Plumber,< 1 year,RENT,88500.0,661,2018-11-19
CUST0030836,Ava,Garcia,F,1958-01-06,NV,NV Ville,Retired,6 years,RENT,87200.0,730,2022-06-17
CUST0030837,David,Kim,F,1964-10-05,NY,Buffalo,Software Engineer,6 years,RENT,45800.0,603,2020-11-23
CUST0030838,Thomas,Kim,M,1976-03-19,FL,Jacksonville,Manager,10+ years,RENT,35300.0,677,2019-11-14
CUST0030839,Michael,Jackson,M,1960-04-19,MN,MN Park,Chef,10+ years,MORTGAGE,38900.0,655,2017-11-05
CUST0030840,James,Clark,M,1954-05-18,TN,TN City,Marketing Specialist,7 years,MORTGAGE,49800.0,765,2023-06-25
CUST0030841,Amara,Robinson,F,1974-02-15,LA,LA Park,Consultant,9 years,RENT,46500.0,625,2017-01-22
CUST0030842,Fatima,Flores,M,1957-10-13,FL,Tampa,Truck Driver,2 years,RENT,117100.0,723,2020-01-14
CUST0030843,Daniel,Jackson,M,1965-04-21,NC,NC Ville,Teacher,10+ years,MORTGAGE,46300.0,598,2018-07-06
CUST0030844,William,Sanchez,F,1986-05-02,NV,NV Springs,HR Specialist,5 years,MORTGAGE,69400.0,678,2018-03-24
CUST0030845,Sandra,Wright,F,1956-10-04,MS,MS Falls,Chef,6 years,RENT,65000.0,735,2021-01-27
CUST0030846,Margaret,Baker,M,1980-03-17,VA,VA Springs,Plumber,10+ years,RENT,20800.0,623,2021-03-11
CUST0030847,Barbara,Taylor,F,1991-05-23,FL,Tallahassee,Dental Hygienist,1 year,RENT,66300.0,616,2015-07-13
CUST0030848,James,Morgan,M,1957-08-12,OH,OH Falls,Project Manager,1 year,RENT,104300.0,663,2020-11-19
CUST0030849,Lisa,Baker,F,1994-01-18,KY,KY Heights,Administrative Assistant,4 years,MORTGAGE,84200.0,694,2016-02-06
CUST0030850,Betty,Green,F,1972-01-09,WI,WI Heights,Financial Analyst,10+ years,RENT,79100.0,748,2022-06-02
CUST0030851,Aiden,Walker,M,1985-01-20,TX,Austin,Dental Hygienist,10+ years,MORTGAGE,60500.0,722,2019-01-21
CUST0030852,Karen,Patel,F,1986-10-09,GA,GA Falls,Bank Teller,< 1 year,MORTGAGE,62100.0,632,2020-06-16
CUST0030853,John,Flores,F,1954-06-07,TX,Austin,Accountant,3 years,RENT,74600.0,654,2017-04-26
CUST0030854,Emma,Adams,F,1958-04-10,SD,SD Falls,Data Analyst,10+ years,MORTGAGE,58000.0,683,2018-01-25
CUST0030855,Christopher,Jones,F,1962-08-08,OK,OK Falls,Chef,6 years,MORTGAGE,49500.0,694,2023-09-25
CUST0030856,Olga,Thompson,M,1965-06-20,TX,Fort Worth,Data Analyst,10+ years,OWN,42000.0,696,2020-05-08
CUST0030857,Robert,Baker,M,1963-04-17,MO,MO Springs,Manager,10+ years,MORTGAGE,37700.0,700,2021-02-21
CUST0030858,Mary,Moore,F,1955-09-27,WA,WA Park,Accountant,4 years,RENT,33800.0,583,2024-10-03
CUST0030859,Mary,Martin,M,1961-01-21,VA,VA Heights,Consultant,10+ years,RENT,28200.0,671,2016-03-25
CUST0030860,Aiden,Lewis,F,1965-12-19,CA,Sacramento,Accountant,10+ years,RENT,54800.0,699,2017-02-03
CUST0030861,Richard,Nguyen,M,1995-03-04,FL,Tallahassee,Accountant,8 years,OWN,126200.0,718,2017-10-05
CUST0030862,Aiden,Hernandez,M,2003-06-18,AZ,AZ Town,Chef,10+ years,MORTGAGE,51900.0,825,2019-04-03
CUST0030863,Isabella,Allen,F,1960-04-07,KS,KS Falls,Software Engineer,< 1 year,OWN,51000.0,703,2024-02-25
CUST0030864,Fatima,Thompson,M,1967-02-09,NC,NC Springs,Bank Teller,4 years,MORTGAGE,30900.0,633,2018-12-17
CUST0030865,Amara,Diaz,M,1989-06-24,FL,Orlando,Teacher,< 1 year,OWN,34600.0,716,2025-09-02
CUST0030866,Ethan,Miller,M,2004-11-14,FL,Tallahassee,Truck Driver,10+ years,MORTGAGE,76900.0,731,2015-08-11
CUST0030867,Olga,Williams,F,1997-01-05,IL,IL Park,Self-Employed,10+ years,RENT,78900.0,784,2017-05-06
CUST0030868,Noah,Thomas,F,1978-10-10,AZ,AZ Park,Police Officer,4 years,RENT,60500.0,700,2021-12-07
CUST0030869,Priya,Diaz,M,1981-08-21,NY,Syracuse,Truck Driver,< 1 year,OWN,38300.0,701,2018-05-04
CUST0030870,William,Scott,F,1973-08-04,WV,WV Town,Project Manager,5 years,RENT,69000.0,724,2016-12-11
CUST0030871,Jennifer,Perez,M,2001-02-11,TX,Houston,Retired,10+ years,MORTGAGE,50900.0,707,2018-11-09
CUST0030872,Karen,Brown,M,1983-02-25,CA,Los Angeles,Warehouse Associate,10+ years,OWN,39000.0,591,2015-09-24
CUST0030873,Lisa,Walker,M,1981-11-09,OK,OK Park,Software Engineer,5 years,MORTGAGE,80100.0,701,2024-09-20
CUST0030874,Sarah,Khan,M,2000-12-27,MA,MA Springs,HR Specialist,10+ years,RENT,40800.0,715,2023-05-22
CUST0030875,Jennifer,Nguyen,F,1959-01-18,CA,San Jose,Retired,10+ years,RENT,25900.0,791,2024-11-13
CUST0030876,Betty,Williams,F,1973-11-21,OH,OH Heights,Self-Employed,9 years,RENT,57000.0,658,2016-09-01
CUST0030877,Matthew,Baker,M,1971-03-01,WI,WI Falls,Software Engineer,4 years,RENT,59900.0,684,2015-12-24
CUST0030878,Isabella,Gonzalez,F,1982-03-10,MO,MO City,Mechanic,7 years,OWN,70500.0,744,2016-12-04
CUST0030879,Isabella,Flores,M,1990-08-17,NC,NC Falls,Plumber,1 year,RENT,66800.0,761,2018-06-09
CUST0030880,Priya,Diaz,M,1979-06-23,OH,OH Falls,Teacher,7 years,MORTGAGE,22100.0,716,2021-10-23
CUST0030881,Sophia,Taylor,F,1997-10-21,IL,IL Heights,Software Engineer,10+ years,OWN,55400.0,635,2022-05-27
CUST0030882,Jessica,Patel,F,1970-06-03,IA,IA Springs,Customer Service Rep,10+ years,MORTGAGE,51300.0,706,2024-01-02
CUST0030883,Lucas,Walker,M,1979-09-04,IL,IL Heights,HR Specialist,10+ years,RENT,40100.0,789,2023-10-04
CUST0030884,Isabella,Jones,F,1962-01-20,IL,IL City,Manager,5 years,RENT,45400.0,647,2023-10-17
CUST0030885,Michael,Martin,M,1964-05-02,TX,Austin,Warehouse Associate,10+ years,RENT,49000.0,610,2019-02-13
CUST0030886,Kenji,Patel,M,1988-08-16,MT,MT Park,Self-Employed,5 years,RENT,116800.0,600,2021-09-07
CUST0030887,Daniel,Lee,F,1957-05-14,CA,Los Angeles,Real Estate Agent,6 years,RENT,90600.0,723,2018-10-03
CUST0030888,Susan,Baker,M,1956-06-11,CA,San Diego,Paralegal,1 year,RENT,44800.0,679,2018-02-17
CUST0030889,Christopher,Thompson,F,1987-01-08,FL,Tampa,Bank Teller,< 1 year,MORTGAGE,39400.0,785,2017-10-14
CUST0030890,Mia,Harris,F,1983-07-14,MD,MD Ville,Accountant,1 year,RENT,67500.0,654,2015-09-21
CUST0030891,Ethan,Reyes,F,1986-04-09,AZ,AZ Heights,Nurse Practitioner,1 year,MORTGAGE,82900.0,743,2023-07-05
CUST0030892,Sarah,Patel,F,1983-04-11,WA,WA Town,Warehouse Associate,6 years,MORTGAGE,45000.0,668,2019-01-10
CUST0030893,Lisa,Baker,M,2003-03-16,VA,VA Park,HR Specialist,7 years,RENT,21200.0,621,2015-11-06
CUST0030894,Betty,Harris,M,1954-11-20,FL,Tallahassee,Administrative Assistant,8 years,RENT,59900.0,849,2022-04-05
CUST0030895,Olga,Young,F,1983-12-20,FL,Orlando,Marketing Specialist,10+ years,MORTGAGE,44700.0,751,2022-07-24
CUST0030896,Lisa,Davis,M,1968-03-02,AR,AR Town,Teacher,7 years,MORTGAGE,49800.0,819,2017-06-04
CUST0030897,Karen,Kim,M,1959-08-11,GA,GA Springs,Electrician,9 years,MORTGAGE,40300.0,634,2025-10-07
CUST0030898,Ethan,Lopez,M,1999-11-03,MI,MI Springs,Consultant,4 years,MORTGAGE,54400.0,664,2025-12-08
CUST0030899,Charles,Johnson,M,1983-07-17,IL,IL City,Sales Associate,10+ years,RENT,220900.0,673,2025-09-11
CUST0030900,Susan,Taylor,F,1999-05-02,NY,New York,Real Estate Agent,8 years,RENT,108000.0,777,2016-02-25
CUST0030901,Thomas,Taylor,M,1970-03-24,TN,TN Town,Financial Analyst,10+ years,OWN,56600.0,741,2025-01-05
CUST0030902,Thomas,Moore,F,1998-05-15,CA,Sacramento,Software Engineer,3 years,RENT,80900.0,789,2020-08-12
CUST0030903,Margaret,Martinez,M,1997-05-06,MO,MO Springs,Warehouse Associate,10+ years,MORTGAGE,50300.0,812,2022-01-08
CUST0030904,Fatima,Torres,F,2003-04-22,TX,San Antonio,Teacher,2 years,MORTGAGE,116900.0,621,2019-12-10
CUST0030905,Michael,Davis,M,1983-12-07,FL,Jacksonville,Mechanic,4 years,RENT,19500.0,751,2025-08-06
CUST0030906,Emma,Hernandez,M,1978-12-14,UT,UT Heights,Bank Teller,< 1 year,RENT,76400.0,801,2015-03-02
CUST0030907,Richard,Hill,F,1971-11-21,TX,Houston,Consultant,10+ years,MORTGAGE,58100.0,747,2023-08-07
CUST0030908,Jennifer,Nguyen,M,1959-06-19,CA,Sacramento,Plumber,10+ years,MORTGAGE,63500.0,680,2015-01-20
CUST0030909,Fatima,Reyes,F,1961-03-14,TX,Dallas,Mechanic,5 years,RENT,109200.0,684,2019-07-20
CUST0030910,William,Ramirez,M,1993-01-20,WA,WA City,HR Specialist,10+ years,MORTGAGE,50700.0,662,2020-03-26
CUST0030911,Diego,Gonzalez,M,2000-04-14,CA,San Jose,Administrative Assistant,9 years,RENT,19300.0,817,2018-06-06
CUST0030912,Isabella,Robinson,M,1992-06-16,TX,San Antonio,HR Specialist,8 years,OWN,42800.0,633,2018-03-06
CUST0030913,Aisha,Jones,F,1967-01-04,CO,CO Ville,Retired,10+ years,RENT,34800.0,574,2018-11-25
CUST0030914,Chen,Scott,M,1988-10-17,OH,OH Town,Mechanic,4 years,MORTGAGE,108000.0,762,2017-03-15
CUST0030915,Matthew,Perez,F,1999-02-06,SC,SC Town,Truck Driver,10+ years,MORTGAGE,63000.0,732,2018-05-07
CUST0030916,Sarah,Flores,M,1957-12-10,MD,MD City,Customer Service Rep,9 years,RENT,54800.0,693,2018-06-18
CUST0030917,Priya,Anderson,M,1963-09-01,MI,MI Ville,Nurse Practitioner,< 1 year,RENT,39000.0,739,2023-12-14
CUST0030918,Sarah,Martin,M,1990-12-03,UT,UT Heights,Software Engineer,10+ years,MORTGAGE,39800.0,655,2019-07-11
CUST0030919,Liam,Moore,M,1980-05-05,NC,NC Park,Dental Hygienist,2 years,MORTGAGE,62800.0,615,2022-12-15
CUST0030920,Lisa,Wright,M,1956-07-08,MA,MA City,Chef,2 years,MORTGAGE,55700.0,609,2017-06-20
CUST0030921,Matthew,King,F,1961-04-13,NY,Rochester,Bank Teller,5 years,OWN,109000.0,806,2024-12-02
CUST0030922,Fatima,Williams,M,1985-09-15,DE,DE Falls,Accountant,8 years,MORTGAGE,35900.0,588,2024-06-17
CUST0030923,Elizabeth,Kim,M,2001-02-19,NY,Albany,HR Specialist,8 years,MORTGAGE,37000.0,758,2023-04-02
CUST0030924,Mark,Hill,F,1980-07-27,ND,ND Town,Project Manager,4 years,MORTGAGE,22100.0,714,2021-05-14
CUST0030925,Diego,Green,M,1972-05-09,MI,MI City,Marketing Specialist,1 year,RENT,34800.0,683,2018-12-11
CUST0030926,Chen,Hill,M,1977-08-19,MO,MO Ville,Marketing Specialist,10+ years,MORTGAGE,53600.0,816,2016-05-26
CUST0030927,Barbara,Jackson,F,1956-12-26,CA,San Diego,Truck Driver,3 years,RENT,45400.0,733,2017-02-05
CUST0030928,Robert,Reyes,M,1978-04-01,FL,Tampa,HR Specialist,3 years,RENT,45900.0,760,2023-05-22
CUST0030929,Elizabeth,Nguyen,M,1988-01-27,MO,MO Ville,Real Estate Agent,7 years,OWN,13000.0,575,2019-07-07
CUST0030930,Noah,Rodriguez,F,1999-09-24,NM,NM Springs,Self-Employed,< 1 year,MORTGAGE,69100.0,609,2024-11-03
CUST0030931,Susan,Anderson,M,1971-07-10,TX,Dallas,Mechanic,< 1 year,RENT,79000.0,672,2018-12-25
CUST0030932,Robert,Miller,F,1955-03-18,TX,Fort Worth,Self-Employed,10+ years,MORTGAGE,48500.0,808,2018-01-16
CUST0030933,Sandra,Nguyen,M,1960-08-03,CA,Los Angeles,Nurse Practitioner,< 1 year,OWN,19700.0,678,2021-04-11
CUST0030934,Emma,Khan,F,1993-08-14,GA,GA Park,Consultant,6 years,OWN,55900.0,728,2021-08-16
CUST0030935,Barbara,Nguyen,M,1992-08-01,NC,NC Falls,Nurse Practitioner,2 years,MORTGAGE,44900.0,646,2017-05-13
CUST0030936,Robert,Taylor,M,1978-11-11,IL,IL Springs,Marketing Specialist,< 1 year,MORTGAGE,21700.0,680,2018-01-08
CUST0030937,Linda,Kim,F,1974-09-25,TX,Dallas,Financial Analyst,10+ years,RENT,42100.0,758,2025-09-13
CUST0030938,Michael,Walker,M,1981-05-01,CA,San Diego,Registered Nurse,< 1 year,RENT,45300.0,740,2018-11-08
CUST0030939,William,Martin,M,2003-03-16,TX,Houston,Administrative Assistant,10+ years,MORTGAGE,37000.0,643,2020-12-21
CUST0030940,Elizabeth,Diaz,M,1972-12-09,CA,Los Angeles,Registered Nurse,2 years,OWN,29700.0,574,2021-11-02
CUST0030941,Wei,Sanchez,M,1983-12-08,TX,Houston,Electrician,2 years,RENT,41000.0,619,2025-02-01
CUST0030942,Barbara,King,M,1997-01-05,KY,KY Ville,Real Estate Agent,10+ years,OWN,57800.0,748,2021-07-02
CUST0030943,Margaret,Robinson,M,1963-06-12,PA,PA Town,Operations Manager,4 years,MORTGAGE,28400.0,659,2017-02-24
CUST0030944,Christopher,Wilson,F,1992-01-12,NM,NM Springs,Project Manager,9 years,RENT,32100.0,631,2016-02-11
CUST0030945,Carlos,Torres,M,1956-11-02,MD,MD Falls,Real Estate Agent,6 years,OWN,43500.0,612,2022-08-05
CUST0030946,Carlos,Miller,F,1964-12-18,MN,MN City,Data Analyst,2 years,RENT,35900.0,729,2019-09-19
CUST0030947,Sandra,Thompson,F,2001-05-01,FL,Orlando,Administrative Assistant,< 1 year,RENT,57500.0,668,2017-02-18
CUST0030948,Emma,Moore,M,1964-10-10,AZ,AZ Park,Warehouse Associate,3 years,MORTGAGE,36000.0,745,2017-03-08
CUST0030949,Elizabeth,Baker,M,1964-10-11,NY,Albany,Accountant,10+ years,MORTGAGE,50100.0,665,2019-10-25
CUST0030950,Anthony,King,M,1983-04-20,NY,Rochester,Data Analyst,10+ years,OWN,35900.0,673,2019-03-24
CUST0030951,Karen,Jackson,M,2000-05-11,CA,San Jose,Electrician,9 years,MORTGAGE,12000.0,730,2024-04-14
CUST0030952,Anthony,Diaz,F,1965-07-13,GA,GA Park,Retired,10+ years,MORTGAGE,59200.0,781,2023-02-11
CUST0030953,Michael,Patel,M,1986-10-07,FL,Orlando,Marketing Specialist,< 1 year,MORTGAGE,81500.0,844,2016-12-18
CUST0030954,Jessica,Brown,F,1957-04-25,NY,Albany,Operations Manager,10+ years,MORTGAGE,66000.0,756,2020-12-17
CUST0030955,Isabella,Young,M,1954-12-03,FL,Jacksonville,Real Estate Agent,6 years,RENT,35900.0,741,2022-10-08
CUST0030956,Noah,Perez,F,1974-02-03,MI,MI Ville,Data Analyst,< 1 year,OWN,34800.0,691,2015-07-10
CUST0030957,Nancy,Williams,F,2004-09-02,VA,VA Heights,Software Engineer,6 years,RENT,47100.0,739,2017-01-06
CUST0030958,Jennifer,Green,M,2005-02-11,AZ,AZ Springs,Truck Driver,10+ years,RENT,65600.0,736,2016-06-15
CUST0030959,Carlos,Thomas,F,1964-04-07,KY,KY Heights,Bank Teller,1 year,RENT,112500.0,697,2025-04-16
CUST0030960,Jessica,Patel,F,1974-09-01,NJ,NJ Falls,Paralegal,10+ years,MORTGAGE,38500.0,782,2020-07-08
CUST0030961,Thomas,Perez,F,1968-05-18,KS,KS Falls,Plumber,10+ years,MORTGAGE,80500.0,835,2023-07-20
CUST0030962,John,Baker,F,1998-12-16,NY,Syracuse,Project Manager,< 1 year,MORTGAGE,46800.0,579,2024-07-20
CUST0030963,Joseph,King,M,1964-09-03,IL,IL Heights,Mechanic,2 years,MORTGAGE,23100.0,737,2020-09-25
CUST0030964,William,Hill,F,1970-03-23,TX,Dallas,Bank Teller,4 years,MORTGAGE,26800.0,779,2020-10-09
CUST0030965,Mary,Walker,M,1981-11-26,MN,MN Ville,Store Manager,< 1 year,MORTGAGE,58300.0,700,2020-08-15
CUST0030966,Sandra,Martinez,M,1955-01-22,SC,SC Falls,Self-Employed,7 years,RENT,68700.0,816,2017-05-08
CUST0030967,Lucas,Harris,M,1961-02-07,AR,AR Park,HR Specialist,4 years,MORTGAGE,98000.0,716,2023-11-19
CUST0030968,Michael,Moore,M,1964-06-05,OH,OH Falls,Plumber,3 years,MORTGAGE,77700.0,781,2018-12-21
CUST0030969,Robert,Martinez,M,1989-11-20,CA,San Jose,Operations Manager,10+ years,MORTGAGE,46600.0,648,2021-02-06
CUST0030970,Jennifer,Robinson,M,1985-04-16,PA,PA Heights,Warehouse Associate,6 years,MORTGAGE,26300.0,730,2020-09-08
CUST0030971,Margaret,King,F,1961-12-07,TX,Fort Worth,Retired,8 years,MORTGAGE,64700.0,600,2024-01-04
CUST0030972,Ava,Miller,F,1986-10-16,TX,Dallas,Mechanic,2 years,MORTGAGE,62200.0,603,2023-07-05
CUST0030973,Jessica,Chen,F,1994-08-06,NY,New York,Manager,10+ years,RENT,97900.0,597,2017-02-07
CUST0030974,Jennifer,Martin,M,2000-07-09,MO,MO Ville,Registered Nurse,8 years,RENT,60900.0,699,2024-12-10
CUST0030975,John,White,M,1961-09-01,FL,Orlando,Consultant,< 1 year,RENT,102400.0,731,2024-02-19
